date,value
2002-12-24,19306.9702
2002-12-29,19504.9702
2003-01-05,19696.0402
2003-01-31,19696.0402
2003-02-04,19696.0402
2003-02-07,19696.0402
2003-02-18,19696.0402
2003-03-09,19854.4402
2003-03-10,19854.4402
2003-03-18,19854.4402
2003-03-20,20294.9902
2003-03-21,20294.9902
2003-03-23,20686.0402
2003-04-14,20686.0402
2003-04-20,21181.0402
2003-04-23,21181.0402
2003-04-27,21245.390199999998
2003-04-28,21245.390199999998
2003-05-09,21245.390199999998
2003-05-18,21245.390199999998
2003-05-20,21245.390199999998
2003-05-27,21245.390199999998
2003-05-28,21245.390199999998
2003-06-10,21245.390199999998
2003-06-11,21322.6102
2003-06-15,21390.9202
2003-06-16,21390.9202
2003-06-30,21668.1202
2003-07-01,21668.1202
2003-07-06,21668.1202
2003-07-15,21668.1202
2003-07-20,21668.1202
2003-07-22,21668.1202
2003-08-04,21866.1202
2003-08-11,21866.1202
2003-08-18,21866.1202
2003-08-25,22388.840200000002
2003-09-05,22388.840200000002
2003-09-15,22388.840200000002
2003-09-21,22537.340200000002
2003-09-30,22537.340200000002
2003-10-03,22537.340200000002
2003-10-10,22537.340200000002
2003-10-16,22607.630200000003
2003-10-19,22632.380200000003
2003-10-30,22632.380200000003
2003-11-03,22632.380200000003
2003-11-10,22632.380200000003
2003-11-13,22700.690200000005
2003-11-19,22700.690200000005
2003-11-26,22700.690200000005
2003-11-27,22705.640200000005
2003-12-04,22705.640200000005
2003-12-08,22893.740200000004
2003-12-10,23168.069200000005
2003-12-16,23252.219200000007
2003-12-25,23267.069200000005
2004-01-12,23267.069200000005
2004-01-20,23281.919200000004
2004-01-21,23281.919200000004
2004-01-26,23281.919200000004
2004-01-28,23281.919200000004
2004-02-06,23281.919200000004
2004-02-27,23281.919200000004
2004-03-04,23281.919200000004
2004-03-07,23385.869200000005
2004-03-08,23385.869200000005
2004-03-16,23385.869200000005
2004-03-17,23385.869200000005
2004-03-22,23391.809200000007
2004-03-31,23391.809200000007
2004-04-06,23391.809200000007
2004-04-07,23441.309200000007
2004-04-08,23441.309200000007
2004-04-16,23441.309200000007
2004-04-20,23460.11920000001
2004-05-02,23493.779200000008
2004-05-20,23568.029200000008
2004-05-27,23568.029200000008
2004-06-07,23568.029200000008
2004-06-15,23568.029200000008
2004-06-22,23568.029200000008
2004-07-15,23568.029200000008
2004-07-27,23568.029200000008
2004-08-05,23887.79920000001
2004-08-11,23887.79920000001
2004-08-27,23887.79920000001
2004-08-30,24268.94920000001
2004-09-03,24268.94920000001
2004-09-14,24268.94920000001
2004-09-15,24268.94920000001
2004-09-28,24268.94920000001
2004-10-04,24268.94920000001
2004-10-07,24276.86920000001
2004-10-13,24276.86920000001
2004-10-21,24276.86920000001
2004-10-27,24276.86920000001
2004-11-01,24276.86920000001
2004-11-04,24351.11920000001
2004-11-10,24351.11920000001
2004-11-12,24351.11920000001
2004-11-15,24351.11920000001
2004-11-16,24351.11920000001
2004-11-23,24351.11920000001
2004-11-30,24354.08920000001
2004-12-09,24354.08920000001
2004-12-16,24535.259200000008
2004-12-17,24535.259200000008
2004-12-19,24806.519200000006
2004-12-21,24806.519200000006
2004-12-26,24806.519200000006
2004-12-27,24806.519200000006
2005-01-02,24984.719200000007
2005-01-24,25808.399200000007
2005-02-01,25850.969200000007
2005-02-03,25850.969200000007
2005-02-11,25850.969200000007
2005-03-10,25850.969200000007
2005-03-17,25850.969200000007
2005-03-30,25850.969200000007
2005-04-05,25850.969200000007
2005-04-12,25850.969200000007
2005-04-18,25850.969200000007
2005-04-20,25850.969200000007
2005-04-22,25850.969200000007
2005-05-04,25850.969200000007
2005-05-09,25850.969200000007
2005-05-10,25850.969200000007
2005-05-16,25850.969200000007
2005-05-23,25850.969200000007
2005-05-24,26942.939200000008
2005-05-26,28229.939200000008
2005-06-14,28229.939200000008
2005-06-16,28229.939200000008
2005-06-19,28408.13920000001
2005-06-23,28408.13920000001
2005-06-29,28408.13920000001
2005-06-30,28408.13920000001
2005-07-21,28437.83920000001
2005-07-25,28437.83920000001
2005-07-26,28437.83920000001
2005-07-27,28474.46920000001
2005-08-05,28474.46920000001
2005-08-10,28474.46920000001
2005-08-12,28474.46920000001
2005-08-17,28474.46920000001
2005-08-29,28474.46920000001
2005-08-30,28474.46920000001
2005-08-31,28547.72920000001
2005-09-07,28547.72920000001
2005-09-13,28547.72920000001
2005-09-14,28660.58920000001
2005-09-20,28660.58920000001
2005-10-04,28660.58920000001
2005-10-10,28660.58920000001
2005-10-14,28660.58920000001
2005-10-17,28660.58920000001
2005-11-03,28660.58920000001
2005-11-15,28660.58920000001
2005-11-20,28660.58920000001
2005-11-21,28660.58920000001
2005-11-23,28660.58920000001
2005-12-05,28660.58920000001
2005-12-08,28660.58920000001
2005-12-15,28660.58920000001
2005-12-19,28660.58920000001
2005-12-27,28660.58920000001
2005-12-30,28660.58920000001
2006-01-11,28660.58920000001
2006-01-16,28749.689200000008
2006-01-25,28977.38920000001
2006-01-26,28977.38920000001
2006-02-05,28977.38920000001
2006-02-06,29284.28920000001
2006-02-09,29284.28920000001
2006-02-10,29284.28920000001
2006-02-13,29284.28920000001
2006-03-01,29284.28920000001
2006-03-02,29630.78920000001
2006-03-09,29630.78920000001
2006-03-10,29630.78920000001
2006-03-16,29630.78920000001
2006-03-19,29729.78920000001
2006-03-24,29729.78920000001
2006-03-31,29729.78920000001
2006-04-04,29729.78920000001
2006-04-12,29729.78920000001
2006-04-18,29938.67920000001
2006-04-27,30112.91920000001
2006-05-03,30112.91920000001
2006-05-10,30112.91920000001
2006-05-17,30112.91920000001
2006-05-21,30299.03920000001
2006-05-30,30299.03920000001
2006-06-01,30299.03920000001
2006-06-20,30299.03920000001
2006-07-02,30309.92920000001
2006-07-05,30309.92920000001
2006-07-10,30309.92920000001
2006-07-12,30309.92920000001
2006-07-21,30309.92920000001
2006-08-03,30309.92920000001
2006-08-07,30309.92920000001
2006-08-08,30485.15920000001
2006-08-11,30485.15920000001
2006-08-13,30485.15920000001
2006-08-14,30485.15920000001
2006-08-15,30485.15920000001
2006-08-16,30485.15920000001
2006-08-23,30673.259200000008
2006-08-25,30673.259200000008
2006-08-27,30673.259200000008
2006-08-28,30673.259200000008
2006-08-29,30673.259200000008
2006-08-31,30673.259200000008
2006-09-08,30673.259200000008
2006-09-11,30673.259200000008
2006-09-14,30706.919200000008
2006-09-18,30778.19920000001
2006-09-19,30778.19920000001
2006-09-28,30778.19920000001
2006-10-02,30791.06920000001
2006-10-05,30791.06920000001
2006-10-11,30791.06920000001
2006-10-12,30829.67920000001
2006-10-18,30829.67920000001
2006-10-20,30829.67920000001
2006-11-06,30829.67920000001
2006-11-16,30829.67920000001
2006-11-20,30829.67920000001
2006-11-21,30829.67920000001
2006-11-22,30829.67920000001
2006-12-04,30829.67920000001
2006-12-10,30890.06920000001
2006-12-11,30890.06920000001
2006-12-12,30969.26920000001
2006-12-13,30969.26920000001
2006-12-18,30969.26920000001
2006-12-20,30969.26920000001
2006-12-25,31092.029200000008
2006-12-26,31092.029200000008
2007-01-03,31092.029200000008
2007-01-10,31092.029200000008
2007-01-16,31092.029200000008
2007-01-17,31092.029200000008
2007-01-24,31092.029200000008
2007-01-26,31092.029200000008
2007-02-07,31161.329200000007
2007-02-08,31161.329200000007
2007-02-14,31161.329200000007
2007-03-06,31161.329200000007
2007-03-07,31161.329200000007
2007-03-15,31232.609200000006
2007-03-19,31232.609200000006
2007-03-21,31232.609200000006
2007-03-28,31232.609200000006
2007-04-09,31232.609200000006
2007-04-11,31360.319200000005
2007-04-17,31360.319200000005
2007-04-19,31485.059200000007
2007-04-23,31485.059200000007
2007-04-25,31485.059200000007
2007-04-30,31849.379200000007
2007-05-09,31849.379200000007
2007-05-11,31849.379200000007
2007-05-15,31849.379200000007
2007-05-17,31849.379200000007
2007-05-21,32051.339200000006
2007-05-27,32189.939200000004
2007-05-29,32189.939200000004
2007-05-30,32377.049200000005
2007-06-01,32377.049200000005
2007-06-08,32377.049200000005
2007-06-13,32427.539200000007
2007-06-14,32493.86920000001
2007-06-18,32493.86920000001
2007-06-20,32493.86920000001
2007-06-21,32493.86920000001
2007-06-29,32493.86920000001
2007-07-02,32493.86920000001
2007-07-03,32493.86920000001
2007-07-04,32660.189200000008
2007-07-10,32660.189200000008
2007-07-16,32697.809200000007
2007-07-19,32697.809200000007
2007-07-30,32747.309200000007
2007-08-01,32747.309200000007
2007-08-03,32747.309200000007
2007-08-06,32747.309200000007
2007-08-08,32747.309200000007
2007-08-10,32747.309200000007
2007-08-13,32747.309200000007
2007-08-14,32747.309200000007
2007-08-15,32747.309200000007
2007-08-21,32747.309200000007
2007-08-22,32977.97920000001
2007-08-24,32977.97920000001
2007-08-30,32977.97920000001
2007-09-04,39120.92920000001
2007-09-10,39120.92920000001
2007-09-11,39120.92920000001
2007-09-16,39120.92920000001
2007-09-17,39353.579200000015
2007-09-19,39353.579200000015
2007-09-20,39353.579200000015
2007-09-25,39414.95920000001
2007-09-26,39414.95920000001
2007-09-27,39414.95920000001
2007-10-04,39711.95920000001
2007-11-21,39711.95920000001
2007-12-25,39932.72920000001
2008-01-15,39932.72920000001
2008-02-12,39932.72920000001
2008-02-15,39932.72920000001
2008-02-19,39994.109200000006
2008-02-20,39994.109200000006
2008-02-21,39994.109200000006
2008-03-10,39994.109200000006
2008-03-13,39994.109200000006
2008-03-17,40032.71920000001
2008-03-23,40032.71920000001
2008-03-24,40032.71920000001
2008-03-26,40032.71920000001
2008-04-13,40103.999200000006
2008-05-04,40440.599200000004
2008-05-14,40440.599200000004
2008-05-19,40440.599200000004
2008-06-02,40440.599200000004
2008-06-17,40440.599200000004
2008-06-19,40440.599200000004
2008-06-26,40935.599200000004
2008-06-30,40935.599200000004
2008-07-03,40935.599200000004
2008-07-22,41183.099200000004
2008-07-29,41183.099200000004
2008-08-04,41197.9492
2008-08-11,41197.9492
2008-08-18,41197.9492
2008-08-24,41335.5592
2008-08-29,41335.5592
2008-09-02,41466.2392
2008-09-18,41478.1192
2008-09-22,41503.8592
2008-10-05,41578.1092
2008-10-20,41578.1092
2008-10-27,41578.1092
2008-11-05,41578.1092
2008-11-07,41578.1092
2008-11-23,41626.6192
2008-12-01,41726.6092
2008-12-05,41726.6092
2008-12-11,41756.309199999996
2008-12-15,41756.309199999996
2009-01-21,41786.00919999999
2009-03-05,41786.00919999999
2009-04-08,41793.92919999999
2009-05-18,41793.92919999999
2009-06-02,41793.92919999999
2009-06-22,41803.82919999999
2009-07-06,41803.82919999999
2009-08-10,41803.82919999999
2009-08-20,41803.82919999999
2009-09-01,41803.82919999999
2009-09-10,41840.45919999999
2009-09-24,41840.45919999999
2009-10-12,41841.44919999999
2009-11-10,41841.44919999999
2009-11-13,41841.44919999999
2009-11-20,41841.44919999999
2009-12-14,41841.44919999999
2009-12-16,42112.70919999999
2009-12-17,42139.43919999999
2009-12-24,42139.43919999999
2010-01-19,42139.43919999999
2010-01-29,42139.43919999999
2010-02-19,42139.43919999999
2010-02-25,42139.43919999999
2010-03-07,42181.019199999995
2010-03-11,42181.019199999995
2010-04-04,42181.019199999995
2010-04-14,42380.9992
2010-05-10,42380.9992
2010-06-14,42405.7492
2010-06-18,42405.7492
2010-06-30,42405.7492
2010-07-06,42405.7492
2010-07-25,42674.0392
2010-07-29,42674.0392
2010-08-03,42769.0792
2010-08-09,43025.4892
2010-08-10,43025.4892
2010-08-31,43173.9892
2010-09-14,43644.2392
2010-09-15,43644.2392
2010-09-17,43644.2392
2010-09-22,43644.2392
2010-10-08,43644.2392
2010-10-19,43644.2392
2010-10-25,43644.2392
2010-10-26,43757.099200000004
2010-10-27,43757.099200000004
2010-11-03,43757.099200000004
2010-11-08,43757.099200000004
2010-11-09,43757.099200000004
2010-11-14,43757.099200000004
2010-11-18,43757.099200000004
2010-12-01,43757.099200000004
2010-12-08,43855.109200000006
2010-12-09,43909.5592
2010-12-14,43952.1292
2010-12-15,44038.2592
2010-12-23,44076.8692
2011-01-04,44081.8192
2011-01-20,44397.629199999996
2011-02-09,44397.629199999996
2011-02-10,44397.629199999996
2011-03-16,44675.324199999995
2011-03-17,44675.324199999995
2011-04-08,44675.324199999995
2011-04-27,44675.324199999995
2011-05-12,44675.324199999995
2011-05-31,44689.184199999996
2011-06-24,44689.184199999996
2011-07-31,44952.52419999999
2011-08-02,44952.52419999999
2011-08-18,44952.52419999999
2011-09-04,44964.40419999999
2011-09-14,44964.40419999999
2011-09-21,44964.40419999999
2011-10-17,44964.40419999999
2011-11-03,44964.40419999999
2011-11-08,44990.14419999999
2011-11-20,44990.14419999999
2011-12-01,44990.14419999999
2011-12-08,44990.14419999999
2011-12-13,44990.14419999999
2011-12-14,44997.07419999999
2011-12-20,44997.07419999999
2012-01-03,44997.07419999999
2012-01-17,45447.524199999985
2012-01-26,45447.524199999985
2012-02-07,45447.524199999985
2012-02-23,45447.524199999985
2012-02-24,45447.524199999985
2012-02-28,45447.524199999985
2012-02-29,45447.524199999985
2012-03-06,45447.524199999985
2012-03-13,45455.44419999998
2012-03-16,45455.44419999998
2012-03-28,45836.594199999985
2012-04-02,45839.564199999986
2012-04-09,45839.564199999986
2012-04-19,45918.76419999998
2012-04-30,45933.61419999998
2012-05-07,45933.61419999998
2012-05-09,45933.61419999998
2012-05-25,45933.61419999998
2012-05-30,45933.61419999998
2012-06-01,45933.61419999998
2012-06-04,45933.61419999998
2012-06-11,45933.61419999998
2012-06-12,45940.54419999998
2012-06-14,45940.54419999998
2012-06-28,45940.54419999998
2012-07-02,45940.54419999998
2012-07-03,46198.93419999998
2012-07-05,46223.68419999998
2012-07-17,46247.44419999998
2012-08-05,46247.44419999998
2012-08-06,46247.44419999998
2012-08-08,46247.44419999998
2012-09-11,46352.384199999986
2012-10-29,46352.384199999986
2012-11-05,46352.384199999986
2012-11-07,46352.384199999986
2012-11-19,46352.384199999986
2012-11-26,46352.384199999986
2012-11-29,46352.384199999986
2012-11-30,46352.384199999986
2012-12-09,46354.36419999999
2012-12-13,46388.02419999999
2012-12-18,46388.02419999999
2012-12-24,46388.02419999999
2012-12-27,46388.02419999999
2013-01-09,46415.744199999994
2013-01-10,46438.51419999999
2013-01-29,46443.46419999999
2013-02-20,46443.46419999999
2013-03-21,46443.46419999999
2013-03-25,46443.46419999999
2013-04-03,46443.46419999999
2013-04-05,46443.46419999999
2013-04-26,46443.46419999999
2013-04-28,46443.46419999999
2013-05-07,46478.11419999999
2013-05-08,46616.71419999999
2013-05-21,46616.71419999999
2013-05-30,46623.64419999999
2013-06-17,46623.64419999999
2013-06-24,46673.14419999999
2013-07-21,46673.14419999999
2013-07-26,46673.14419999999
2013-08-12,46673.14419999999
2013-08-28,46673.14419999999
2013-09-13,46673.14419999999
2013-09-16,46732.54419999999
2013-09-25,46732.54419999999
2013-10-30,46753.33419999999
2013-11-05,46753.33419999999
2013-11-13,46753.33419999999
2013-11-25,46753.33419999999
2013-12-17,47014.69419999999
2013-12-29,47014.69419999999
2014-01-14,47014.69419999999
2014-01-31,47014.69419999999
2014-02-07,47014.69419999999
2014-02-10,47014.69419999999
2014-02-17,47020.63419999999
2014-02-21,47020.63419999999
2014-02-26,47020.63419999999
2014-03-06,47020.63419999999
2014-03-13,47335.45419999999
2014-03-16,47335.45419999999
2014-03-27,47335.45419999999
2014-04-01,47335.45419999999
2014-04-08,47335.45419999999
2014-04-30,47335.45419999999
2014-05-16,47335.45419999999
2014-06-03,47526.52419999999
2014-06-22,47526.52419999999
2014-07-09,47526.52419999999
2014-07-24,47526.52419999999
2014-08-11,47526.52419999999
2014-08-12,47595.824199999995
2014-08-26,47863.1242
2014-09-02,47863.1242
2014-09-15,47917.574199999995
2014-09-19,47917.574199999995
2014-10-03,47917.574199999995
2014-10-05,47994.7942
2014-10-26,47994.7942
2014-10-30,47994.7942
2014-10-31,47994.7942
2014-11-03,47994.7942
2014-11-09,48004.69419999999
2014-11-12,48004.69419999999
2014-12-07,48038.354199999994
2014-12-08,48038.354199999994
2014-12-09,48059.144199999995
2014-12-16,48059.144199999995
2015-01-13,48146.2642
2015-02-09,48146.2642
2015-02-10,48146.2642
2015-02-17,48146.2642
2015-02-23,48146.2642
2015-03-16,48368.0242
2015-03-19,48368.0242
2015-03-26,48744.2242
2015-03-27,48744.2242
2015-04-02,48744.2242
2015-04-21,48871.934199999996
2015-04-22,48871.934199999996
2015-04-27,48871.934199999996
2015-04-28,48871.934199999996
2015-04-29,48871.934199999996
2015-05-04,48871.934199999996
2015-05-05,48871.934199999996
2015-05-15,48871.934199999996
2015-05-25,48871.934199999996
2015-05-28,48871.934199999996
2015-06-03,48871.934199999996
2015-06-04,48970.934199999996
2015-06-07,48970.934199999996
2015-06-08,49036.27419999999
2015-06-21,49102.604199999994
2015-06-26,49102.604199999994
2015-06-30,49102.604199999994
2015-07-03,49160.02419999999
2015-07-06,49160.02419999999
2015-07-12,49179.824199999995
2015-07-13,49192.6942
2015-08-03,49287.7342
2015-08-06,49287.7342
2015-08-07,49287.7342
2015-08-20,49287.7342
2015-08-24,49287.7342
2015-09-02,49287.7342
2015-09-09,49364.9542
2015-09-10,49424.3542
2015-09-24,49597.6042
2015-09-28,49707.4942
2015-10-08,49707.4942
2015-10-30,49707.4942
2015-11-02,49707.4942
2015-11-13,49707.4942
2015-11-17,49707.4942
2015-11-24,49707.4942
2015-12-07,49866.8842
2015-12-08,49866.8842
2015-12-14,49866.8842
2015-12-17,49866.8842
2015-12-22,49866.8842
2015-12-29,49946.0842
2016-01-12,49946.0842
2016-01-13,49946.0842
2016-01-18,50040.1342
2016-01-25,50040.1342
2016-02-05,50040.1342
2016-02-11,50040.1342
2016-02-16,50235.1642
2016-02-22,50235.1642
2016-03-10,50258.9242
2016-03-14,50258.9242
2016-03-17,50258.9242
2016-03-27,50344.0642
2016-03-28,50344.0642
2016-04-11,50344.0642
2016-04-13,50344.0642
2016-04-17,50344.0642
2016-05-01,50344.0642
2016-05-10,50344.0642
2016-05-18,50344.0642
2016-06-14,50344.0642
2016-07-07,50344.0642
2016-07-13,50344.0642
2016-08-10,50344.0642
2016-08-15,50344.0642
2016-08-26,50344.0642
2016-10-17,50344.0642
2016-10-18,50344.0642
2016-11-07,50393.5642
2016-11-16,50393.5642
2016-11-21,50433.1642
2016-12-13,50472.7642
2016-12-21,50633.144199999995
2017-01-10,50633.144199999995
2017-02-03,50633.144199999995
2017-02-14,50670.7642
2017-03-09,50678.684199999996
2017-04-06,50678.684199999996
2017-04-27,50678.684199999996
2017-05-08,50678.684199999996
2017-05-11,50726.20419999999
2017-05-26,50726.20419999999
2017-05-30,50726.20419999999
2017-06-11,50727.19419999999
2017-06-23,50727.19419999999
2017-06-26,50727.19419999999
2017-07-02,50989.54419999999
2017-07-31,50989.54419999999
2017-08-08,50989.54419999999
2017-08-11,50989.54419999999
2017-08-17,50989.54419999999
2017-08-21,50989.54419999999
2017-08-25,50989.54419999999
2017-09-14,50989.54419999999
2017-09-20,50989.54419999999
2017-09-25,50989.54419999999
2017-09-27,50989.54419999999
2017-10-01,51006.37419999999
2017-10-31,51263.77419999999
2017-11-20,51263.77419999999
2017-11-21,51263.77419999999
2017-12-24,51282.58419999999
2017-12-25,51365.744199999994
2017-12-27,51376.63419999999
2018-01-10,51376.63419999999
2018-02-02,51376.63419999999
2018-02-13,51376.63419999999
2018-03-15,51401.38419999999
2018-03-16,51401.38419999999
2018-03-20,51401.38419999999
2018-04-10,51401.38419999999
2018-04-18,51401.38419999999
2018-04-22,51679.574199999995
2018-04-23,51686.504199999996
2018-04-26,51686.504199999996
2018-05-01,51686.504199999996
2018-05-08,51686.504199999996
2018-05-13,53550.6742
2018-05-18,53550.6742
2018-05-22,53550.6742
2018-05-29,53550.6742
2018-06-04,53793.224200000004
2018-06-11,53793.224200000004
2018-06-21,54075.374200000006
2018-07-03,54075.374200000006
2018-07-31,54075.374200000006
2018-08-07,54075.374200000006
2018-08-22,54075.374200000006
2018-09-02,54075.374200000006
2018-09-05,54075.374200000006
2018-09-12,54075.374200000006
2018-09-25,54079.334200000005
2018-10-09,54247.63420000001
2018-11-12,54280.304200000006
2018-11-13,54280.304200000006
2018-11-30,54280.304200000006
2018-12-18,54280.304200000006
2019-01-03,54358.514200000005
