cik,date,url,error,exp date,trading px,px date,tender px,low,high,increment,price cap,share cap,shares outstanding
782842,9/14/2011,https://www.sec.gov//Archives/edgar/data/782842/000104746911008011/0001047469-11-008011-index.htm,,11/2/2011,1.04,9/12/2011,,1.3,1.55,0.05,,10000000.00,127553267.00
812482,5/19/2008,https://www.sec.gov//Archives/edgar/data/812482/000113379608000181/0001133796-08-000181-index.htm,,6/20/2008,35,5/13/2008,40,,,,,600000.00,6348781.00
824803,4/23/2003,https://www.sec.gov//Archives/edgar/data/824803/000095013003003329/0000950130-03-003329-index.htm,,5/21/2003,15.87,4/22/2003,,15,17.5,0.25,,15000000.00,102194940.00
795618,11/13/2000,https://www.sec.gov//Archives/edgar/data/795618/000095013000005926/0000950130-00-005926-index.htm,NAV,,,,,,,,,,
830656,12/27/2004,https://www.sec.gov//Archives/edgar/data/830656/000104746904038371/0001047469-04-038371-index.htm,,1/26/2005,3.07,12/20/2004,3.5,,,,,5500000.00,6872915.00
"""0000863900""",12/4/2000,https://www.sec.gov//Archives/edgar/data/863900/000100547700008271/0001005477-00-008271-index.htm,NAV,,,,,,,,,,
832488,11/2/2015,https://www.sec.gov//Archives/edgar/data/832488/000114420415062063/0001144204-15-062063-index.htm,,12/1/2015,6.24,10/30/2015,7.5,,,,,2000000.00,14434887.00
835540,10/20/2008,https://www.sec.gov//Archives/edgar/data/835540/000083554008000023/0000835540-08-000023-index.htm,,11/17/2008,3.51,10/17/2008,,4,5,0.125,,600000.00,6813007.00
852437,10/3/2014,https://www.sec.gov//Archives/edgar/data/852437/000119312514362768/0001193125-14-362768-index.htm,,11/3/2014,1.15,9/26/2014,1.2,,,,,27530816.00,54491296.00
875045,5/30/2007,https://www.sec.gov//Archives/edgar/data/875045/000095013507003417/0000950135-07-003417-index.htm,,6/26/2007,49.21,5/29/2007,,47,53,0.25,,56603773.00,343161482.00
891919,6/23/2005,https://www.sec.gov//Archives/edgar/data/891919/000095014405006711/0000950144-05-006711-index.htm,,7/21/2005,8.38,6/20/2005,,8.75,10,0.25,,4000000.00,16242976.00
"""0000833072""",1/16/2001,https://www.sec.gov//Archives/edgar/data/833072/000095013001000209/0000950130-01-000209-index.htm,NAV,,,,,,,,,,
895655,1/26/2012,https://www.sec.gov//Archives/edgar/data/895655/000119312512024200/0001193125-12-024200-index.htm,,2/23/2012,30.71,1/23/2012,,30,33,0.25,500000000.00,,91448519.00
"""0000860743""",1/31/2001,https://www.sec.gov//Archives/edgar/data/860743/000093041301000130/0000930413-01-000130-index.htm,NAV,,,,,,,,,,
899629,12/20/2001,https://www.sec.gov//Archives/edgar/data/899629/000095011601501278/0000950116-01-501278-index.htm,,1/22/2002,6.26,12/19/2001,,6.05,6.5,0.05,,4784615.00,28653356.00
902272,8/24/2007,https://www.sec.gov//Archives/edgar/data/902272/000111667907002238/0001116679-07-002238-index.htm,,9/21/2007,15.6,8/17/2007,,15.1,16.85,0.25,,496688.00,5523096.00
908517,11/5/2001,https://www.sec.gov//Archives/edgar/data/908517/000113388401500695/0001133884-01-500695-index.htm,,12/4/2001,2.5,10/24/2001,,2.5,3,0.1,,1500000.00,10112956.00
"""0000916301""",2/27/2001,https://www.sec.gov//Archives/edgar/data/916301/000095012301001842/0000950123-01-001842-index.htm,NAV,,,,,,,,,,
"""0000919808""",2/27/2001,https://www.sec.gov//Archives/edgar/data/919808/000095012301001840/0000950123-01-001840-index.htm,NAV,,,,,,,,,,
"""0000916618""",2/27/2001,https://www.sec.gov//Archives/edgar/data/916618/000095012301001841/0000950123-01-001841-index.htm,NAV,,,,,,,,,,
908517,7/16/2002,https://www.sec.gov//Archives/edgar/data/908517/000113388402000754/0001133884-02-000754-index.htm,,8/13/2002,3.03,6/21/2002,4,,,,,2500000.00,7848821.00
908517,11/10/2003,https://www.sec.gov//Archives/edgar/data/908517/000104746903036591/0001047469-03-036591-index.htm,,12/10/2003,4.15,10/31/2003,5,,,,,2000000.00,5212542.00
913277,5/8/2018,https://www.sec.gov//Archives/edgar/data/913277/000114420418025866/0001144204-18-025866-index.htm,,6/5/2018,7.1,5/7/2018,,6.6,7.2,0.1,7200000.00,,30041265.00
913293,8/25/2006,https://www.sec.gov//Archives/edgar/data/913293/000119312506179571/0001193125-06-179571-index.htm,,9/22/2006,2.79,8/15/2006,,2.75,3,0.05,30000000.00,,35600159.00
913614,7/26/2005,https://www.sec.gov//Archives/edgar/data/913614/000107997305000510/0001079973-05-000510-index.htm,,8/25/2005,3.51,7/25/2005,4.25,,,,,1058823.00,5483998.00
921503,6/7/2004,https://www.sec.gov//Archives/edgar/data/921503/000119312504099269/0001193125-04-099269-index.htm,,7/9/2004,33.43,6/4/2004,,30,35,0.25,,4000000.00,45678927.00
922408,2/6/2004,https://www.sec.gov//Archives/edgar/data/922408/000092240804000002/0000922408-04-000002-index.htm,,3/16/2004,0.18,2/2/2004,0.21,,,,,5000000.00,16937367.00
933405,12/16/2003,https://www.sec.gov//Archives/edgar/data/933405/000104746903041062/0001047469-03-041062-index.htm,,1/20/2004,13.75,12/15/2003,,13,15.75,0.25,,2638500.00,24233953.00
933974,6/1/2007,https://www.sec.gov//Archives/edgar/data/933974/000119312507127601/0001193125-07-127601-index.htm,,6/28/2007,17.69,5/31/2007,,16.5,19,0.1,,6060000.00,76101747.00
946738,5/28/2003,https://www.sec.gov//Archives/edgar/data/946738/000102140803008270/0001021408-03-008270-index.htm,,6/30/2003,15.4,5/22/2003,,15,16.5,0.25,,300000.00,1334039.00
948072,8/31/2006,https://www.sec.gov//Archives/edgar/data/948072/000114544306002849/0001145443-06-002849-index.htm,,9/29/2006,17.75,8/30/2006,,17.5,28,0.25,,175000.00,2311719.00
1000753,11/26/2012,https://www.sec.gov//Archives/edgar/data/1000753/000119312512480193/0001193125-12-480193-index.htm,,12/21/2012,28.29,11/23/2012,,27,31,0.25,50000000.00,,25662001.00
1000753,12/8/2015,https://www.sec.gov//Archives/edgar/data/1000753/000119312515397182/0001193125-15-397182-index.htm,,1/7/2016,44.03,12/7/2015,,43.5,50,0.25,125000000.00,,24277515.00
1001258,4/11/2016,https://www.sec.gov//Archives/edgar/data/1001258/000119312516536846/0001193125-16-536846-index.htm,,5/12/2016,10,4/8/2016,,9.5,10.25,0.25,,3000000.00,12016838.00
1015739,3/5/2009,https://www.sec.gov//Archives/edgar/data/1015739/000118811209000495/0001188112-09-000495-index.htm,,4/2/2009,1.72,3/3/2009,,1.8,2.6,,,3500000.00,23281204.00
"""0000916301""",8/13/2001,https://www.sec.gov//Archives/edgar/data/916301/000095013001503812/0000950130-01-503812-index.htm,NAV,,,,,,,,,,
1019439,7/31/2000,https://www.sec.gov//Archives/edgar/data/1019439/000091205700033897/0000912057-00-033897-index.htm,,8/30/2000,4.625,7/28/2000,6.25,,,,,3500000.00,11976350.00
1062478,11/5/2008,https://www.sec.gov//Archives/edgar/data/1062478/000095013408019483/0000950134-08-019483-index.htm,,12/5/2008,2.85,10/31/2008,,3.15,3.4,0.05,60000000.00,,60865628.00
1065201,12/17/2004,https://www.sec.gov//Archives/edgar/data/1065201/000119312504215480/0001193125-04-215480-index.htm,,1/18/2005,51.68,11/2/2004,,60,75,0.1,,60000.00,331751.00
1080014,10/30/2015,https://www.sec.gov//Archives/edgar/data/1080014/000104746915008165/0001047469-15-008165-index.htm,,12/1/2015,8.15,10/28/2015,,8.5,9.25,0.05,75000000.00,,117425815.00
1085621,11/7/2016,https://www.sec.gov//Archives/edgar/data/1085621/000119312516761333/0001193125-16-761333-index.htm,,12/7/2016,11.6,11/2/2016,,12,14,0.25,80000000.00,,39477526.00
795618,11/6/2001,https://www.sec.gov//Archives/edgar/data/795618/000095010901504692/0000950109-01-504692-index.htm,NAV,,,,,,,,,,
"""0001065910""",11/9/2001,https://www.sec.gov//Archives/edgar/data/1065910/000102140801509772/0001021408-01-509772-index.htm,Convertible,,,,,,,,,,
"""0000862801""",11/14/2001,https://www.sec.gov//Archives/edgar/data/862801/000095014901501814/0000950149-01-501814-index.htm,Too illiquid,,,,,,,,,,
1087277,10/10/2001,https://www.sec.gov//Archives/edgar/data/1087277/000100547701501310/0001005477-01-501310-index.htm,,11/12/2001,0.26,8/27/2001,0.48,,,,,10750000.00,13191602.00
1090872,11/15/2005,https://www.sec.gov//Archives/edgar/data/1090872/000104746905027027/0001047469-05-027027-index.htm,,12/13/2005,32.9,11/14/2005,,32,37,0.25,,73000000.00,503852191.00
1095079,2/26/2001,https://www.sec.gov//Archives/edgar/data/1095079/000100547701001479/0001005477-01-001479-index.htm,,3/23/2001,0.625,2/9/2001,,1.25,1.5,0.0625,,2000000.00,37796081.00
"""0000799125""",12/6/2001,https://www.sec.gov//Archives/edgar/data/799125/000091205701542244/0000912057-01-542244-index.htm,NAV,,,,,,,,,,
1202157,8/18/2003,https://www.sec.gov//Archives/edgar/data/1202157/000114544303001047/0001145443-03-001047-index.htm,,9/24/2003,16.75,8/7/2003,,15.5,18.5,0.1,,5000000.00,31973781.00
"""0001143155""",12/14/2001,https://www.sec.gov//Archives/edgar/data/1143155/000095014401510014/0000950144-01-510014-index.htm,Incomplete filing,,,,,,,,,,
1202157,10/14/2005,https://www.sec.gov//Archives/edgar/data/1202157/000090956705001602/0000909567-05-001602-index.htm,,11/15/2005,55.89,10/3/2005,55,,,,,3000000.00,30870181.00
1264707,5/9/2007,https://www.sec.gov//Archives/edgar/data/1264707/000095012407002782/0000950124-07-002782-index.htm,,6/7/2007,18.63,5/8/2007,,18.25,20,0.25,,1858000.00,34698625.00
1279228,2/8/2007,https://www.sec.gov//Archives/edgar/data/1279228/000089322007000236/0000893220-07-000236-index.htm,,3/9/2007,51.28,1/29/2007,,52,54,0.125,,1950000.00,19349284.00
1305323,11/13/2013,https://www.sec.gov//Archives/edgar/data/1305323/000119312513439325/0001193125-13-439325-index.htm,,12/11/2013,16.86,11/12/2013,19.5,,,,,10250000.00,54576091.00
912729,2/15/2002,https://www.sec.gov//Archives/edgar/data/912729/000093506902000085/0000935069-02-000085-index.htm,NAV,,,,,,,,,,
1379785,8/7/2018,https://www.sec.gov//Archives/edgar/data/1379785/000119312518240456/0001193125-18-240456-index.htm,,9/6/2018,10.48,8/6/2018,,10.2,11.72,0.1,50000000.00,,56186025.00
1387467,6/8/2015,https://www.sec.gov//Archives/edgar/data/1387467/000117494715001014/0001174947-15-001014-index.htm,,7/7/2015,8.37,6/5/2015,,8.5,9.2,0.1,30000000.00,,26262250.00
"""0000919808""",4/15/2002,https://www.sec.gov//Archives/edgar/data/919808/000095013002002633/0000950130-02-002633-index.htm,NAV,,,,,,,,,,
"""0000916618""",4/15/2002,https://www.sec.gov//Archives/edgar/data/916618/000095013002002631/0000950130-02-002631-index.htm,NAV,,,,,,,,,,
1407298,11/17/2015,https://www.sec.gov//Archives/edgar/data/1407298/000156761915001495/0001567619-15-001495-index.htm,,12/16/2015,13.15,11/11/2015,,12.7,14.25,0.05,75000000.00,,41162354.00
1468516,6/28/2012,https://www.sec.gov//Archives/edgar/data/1468516/000119312512286617/0001193125-12-286617-index.htm,,8/2/2012,27.31,6/27/2012,,27,30,0.25,400000000.00,,93893863.00
1495479,11/12/2014,https://www.sec.gov//Archives/edgar/data/1495479/000149547914000081/0001495479-14-000081-index.htm,,12/10/2014,12.62,11/10/2014,,12.5,14.5,0.1,50000000.00,,18656701.00
"""0000065433""",5/8/2002,https://www.sec.gov//Archives/edgar/data/65433/000092838502001873/0000928385-02-001873-index.htm,NAV,,,,,,,,,,
1515156,5/8/2017,https://www.sec.gov//Archives/edgar/data/1515156/000151515617000045/0001515156-17-000045-index.htm,,6/5/2017,9.39,5/5/2017,,9.4,10.8,0.1,,925000.00,22294573.00
1551152,5/1/2018,https://www.sec.gov//Archives/edgar/data/1551152/000104746918003373/0001047469-18-003373-index.htm,,5/29/2018,96.55,4/30/2018,,99,114,1,7500000000.00,,1586879451.00
"""0000012659""",9/2/2015,https://www.sec.gov//Archives/edgar/data/12659/000119312515310062/0001193125-15-310062-index.htm,,10/2/2015,32.95,9/1/2015,,32.25,37,0.25,1500000000.00,,276359906.00
795618,5/31/2002,https://www.sec.gov//Archives/edgar/data/795618/000095013002004060/0000950130-02-004060-index.htm,NAV,,,,,,,,,,
"""0000018808""",2/13/2006,https://www.sec.gov//Archives/edgar/data/18808/000119312506028543/0001193125-06-028543-index.htm,,5/15/2006,18.62,2/6/2006,,20.5,22.5,0.25,,2250000.00,12297415.00
"""0000020212""",1/10/2018,https://www.sec.gov//Archives/edgar/data/20212/000119312518007791/0001193125-18-007791-index.htm,,2/7/2018,238.65,1/9/2018,,230,265,1,500000000.00,,15410179.00
"""0000020629""",2/3/2005,https://www.sec.gov//Archives/edgar/data/20629/000089322005000212/0000893220-05-000212-index.htm,,3/4/2005,30.85,1/28/2005,,30,35,0.25,,1500000.00,11978849.00
"""0000917100""",8/30/2002,https://www.sec.gov//Archives/edgar/data/917100/000093506902000993/0000935069-02-000993-index.htm,NAV,,,,,,,,,,
"""0000021510""",2/15/2008,https://www.sec.gov//Archives/edgar/data/21510/000104746908001443/0001047469-08-001443-index.htm,,3/17/2008,26.55,2/11/2008,,26,29.5,,,7628000.00,31542990.00
"""0000021510""",2/10/2011,https://www.sec.gov//Archives/edgar/data/21510/000104746911000703/0001047469-11-000703-index.htm,,3/11/2011,56.12,2/8/2011,,53,59,,,1271000.00,25374176.00
"""0000021759""",10/10/2003,https://www.sec.gov//Archives/edgar/data/21759/000104746903033094/0001047469-03-033094-index.htm,,11/21/2003,3.55,10/8/2003,,3.6,4.5,0.1,,1100000.00,7249188.00
"""0000742170""",10/1/2002,https://www.sec.gov//Archives/edgar/data/742170/000074217002000025/0000742170-02-000025-index.htm,Incomplete filing,,,,,,,,,,
"""0000023111""",3/16/2018,https://www.sec.gov//Archives/edgar/data/23111/000119312518084771/0001193125-18-084771-index.htm,,4/16/2018,5.24,2/14/2018,,8.05,9,0.05,,1530990.00,15309909.00
"""0000024104""",4/22/2005,https://www.sec.gov//Archives/edgar/data/24104/000104746905011010/0001047469-05-011010-index.htm,,5/20/2005,28.22,3/23/2005,,27.5,30.5,,,400000.00,1647914.00
"""0000025354""",11/12/2004,https://www.sec.gov//Archives/edgar/data/25354/000095013704009926/0000950137-04-009926-index.htm,,12/20/2004,12.08,11/5/2004,,11,14,0.25,,1000000.00,7753149.00
"""0000025354""",12/30/2005,https://www.sec.gov//Archives/edgar/data/25354/000095013705015447/0000950137-05-015447-index.htm,,1/30/2006,17.76,12/21/2005,,17,20,0.25,,1500000.00,7875143.00
"""0001056386""",11/18/2002,https://www.sec.gov//Archives/edgar/data/1056386/000103221002001620/0001032210-02-001620-index.htm,Warrants / Options,,,,,,,,,,
"""0000030697""",1/14/2014,https://www.sec.gov//Archives/edgar/data/30697/000093041314000147/0000930413-14-000147-index.htm,,2/11/2014,8.44,1/10/2014,,8.5,9.25,0.05,275000000.00,,392876983.00
"""0000030697""",6/3/2015,https://www.sec.gov//Archives/edgar/data/30697/000093041315002720/0000930413-15-002720-index.htm,,6/30/2015,11.1,6/2/2015,,11.05,12.25,0.1,639000000.00,,363458742.00
"""0000032020""",9/8/2000,https://www.sec.gov//Archives/edgar/data/32020/000095015200006584/0000950152-00-006584-index.htm,,10/5/2000,3.188,8/28/2000,,4.5,6,0.25,,3333333.00,14893114.00
"""0000033488""",2/24/2000,https://www.sec.gov//Archives/edgar/data/33488/0000950152-00-001270-index.html,,3/24/2000,14,2/23/2000,,14.5,18,0.0625,,700000.00,2918178.00
"""0000036840""",2/17/2015,https://www.sec.gov//Archives/edgar/data/36840/000117494715000234/0001174947-15-000234-index.htm,,3/20/2015,19.2,2/13/2015,23,,,,,100000.00,6993152.00
"""0000043704""",10/18/2002,https://www.sec.gov//Archives/edgar/data/43704/000114544302000580/0001145443-02-000580-index.htm,,11/19/2002,16.17,10/17/2002,,17,21,0.125,,800000.00,5728340.00
"""0001129162""",2/5/2003,https://www.sec.gov//Archives/edgar/data/1129162/000104746903004127/0001047469-03-004127-index.htm,Incomplete filing,,,,,,,,,,
"""0000045012""",7/26/2013,https://www.sec.gov//Archives/edgar/data/45012/000119312513304868/0001193125-13-304868-index.htm,,8/22/2013,44.34,7/25/2013,,42.5,48.5,0.25,3300000000.00,,913557905.00
"""0000046080""",2/28/2000,https://www.sec.gov//Archives/edgar/data/46080/0000950123-00-001680-index.html,,3/27/2000,14.5,2/24/2000,,15.25,17.5,,,17250000.00,
"""0000756502""",3/13/2003,https://www.sec.gov//Archives/edgar/data/756502/000095017203000812/0000950172-03-000812-index.htm,Too illiquid,,,,,,,,,,
"""0000051434""",8/16/2006,https://www.sec.gov//Archives/edgar/data/51434/000119312506174361/0001193125-06-174361-index.htm,,9/13/2006,34.51,8/15/2006,,32.5,36,0.25,,41666667.00,493159568.00
"""0000055698""",11/21/2001,https://www.sec.gov//Archives/edgar/data/55698/000095013501503663/0000950135-01-503663-index.htm,,12/20/2001,10.3,11/16/2001,,10.65,12.65,0.25,,900000.00,9185509.00
"""0001070985""",4/2/2003,https://www.sec.gov//Archives/edgar/data/1070985/000095014403004434/0000950144-03-004434-index.htm,Too illiquid,,,,,,,,,,
"""0000064803""",3/28/2007,https://www.sec.gov//Archives/edgar/data/64803/000119312507067414/0001193125-07-067414-index.htm,,4/24/2007,31.32,3/7/2007,35,,,,,150000000.00,1541260791.00
"""0000065358""",12/5/2005,https://www.sec.gov//Archives/edgar/data/65358/000093041305008067/0000930413-05-008067-index.htm,,1/10/2006,22.6,11/25/2005,,23.5,24.5,0.1,,1000000.00,8737242.00
"""0000065358""",6/24/2011,https://www.sec.gov//Archives/edgar/data/65358/000138713111001123/0001387131-11-001123-index.htm,,7/25/2011,27.34,6/16/2011,30,,,,,3600000.00,9194931.00
"""0000067215""",9/13/2005,https://www.sec.gov//Archives/edgar/data/67215/000095014405009548/0000950144-05-009548-index.htm,,10/11/2005,19.07,9/9/2005,,18.5,21,0.25,,9500000.00,48868644.00
"""0001007029""",4/30/2003,https://www.sec.gov//Archives/edgar/data/1007029/000104746903015650/0001047469-03-015650-index.htm,Incomplete filing,,,,,,,,,,
"""0000068505""",8/7/2015,https://www.sec.gov//Archives/edgar/data/68505/000119312515281965/0001193125-15-281965-index.htm,,9/3/2015,60.22,8/4/2015,,61,66.5,0.25,2000000000.00,,206787244.00
"""0000069499""",6/16/2005,https://www.sec.gov//Archives/edgar/data/69499/000095012305007416/0000950123-05-007416-index.htm,,7/15/2005,17.7,6/13/2005,,18,20.5,0.25,,48780487.00,269448868.00
"""0000069680""",5/29/2007,https://www.sec.gov//Archives/edgar/data/69680/000095013507003394/0000950135-07-003394-index.htm,,6/28/2007,8.82,5/25/2007,10.5,,,,,1900000.00,6261109.00
"""0000069970""",1/26/2007,https://www.sec.gov//Archives/edgar/data/69970/000095015207000539/0000950152-07-000539-index.htm,,2/28/2007,36.76,1/24/2007,,35,38.75,0.25,,75000000.00,632381603.00
"""0000070415""",9/2/2014,https://www.sec.gov//Archives/edgar/data/70415/000093041314003867/0000930413-14-003867-index.htm,,9/29/2014,25.22,8/29/2014,,26,29,0.1,80000000.00,,19109525.00
"""0000070866""",11/13/2015,https://www.sec.gov//Archives/edgar/data/70866/000119312515376338/0001193125-15-376338-index.htm,,12/11/2015,26.43,11/12/2015,,26,29.5,0.25,1000000000.00,,170277395.00
"""0000072444""",7/2/2012,https://www.sec.gov//Archives/edgar/data/72444/000119312512291057/0001193125-12-291057-index.htm,,7/30/2012,1.58,6/29/2012,,1.58,1.72,0.02,23000000.00,,42876030.00
"""0000073773""",6/20/2007,https://www.sec.gov//Archives/edgar/data/73773/000113379607000184/0001133796-07-000184-index.htm,,7/24/2007,12.5,6/8/2007,,13,14.75,0.25,,300000.00,2909338.00
"""0000077776""",8/11/2017,https://www.sec.gov//Archives/edgar/data/77776/000104746917005211/0001047469-17-005211-index.htm,,9/8/2017,13.95,8/10/2017,,13.45,14.25,0.05,266000000.00,,51306854.00
"""0000080661""",9/14/2004,https://www.sec.gov//Archives/edgar/data/80661/000095015204006874/0000950152-04-006874-index.htm,,10/15/2004,79.25,9/10/2004,,78,88,0.5,,17100000.00,216975111.00
"""0000080984""",5/23/2002,https://www.sec.gov//Archives/edgar/data/80984/000008098402000006/0000080984-02-000006-index.htm,,6/21/2002,8.99,5/16/2002,10,,,,,100000.00,3512524.00
"""0000083402""",9/26/2000,https://www.sec.gov//Archives/edgar/data/83402/000095011600002394/0000950116-00-002394-index.htm,,10/24/2000,8.38,8/14/2000,,9,11,0.125,,5000000.00,23601070.00
"""0000087565""",3/1/2006,https://www.sec.gov//Archives/edgar/data/87565/000095015206001608/0000950152-06-001608-index.htm,,3/29/2006,23.43,2/28/2006,,21,24,0.25,,8750000.00,31287303.00
"""0000089270""",9/15/2010,https://www.sec.gov//Archives/edgar/data/89270/000092189510001368/0000921895-10-001368-index.htm,,10/13/2010,13.17,9/14/2010,,13,14.5,0.25,20000000.00,,6064010.00
"""0000089270""",5/30/2012,https://www.sec.gov//Archives/edgar/data/89270/000092189512001193/0000921895-12-001193-index.htm,,6/27/2012,11.44,5/29/2012,,12,13.5,0.25,10000000.00,,4427875.00
"""0000089270""",3/27/2015,https://www.sec.gov//Archives/edgar/data/89270/000092189515000742/0000921895-15-000742-index.htm,,4/23/2015,40.61,3/26/2015,,39,42,0.25,20000000.00,,4061222.00
"""0000096793""",1/10/2017,https://www.sec.gov//Archives/edgar/data/96793/000119312517006424/0001193125-17-006424-index.htm,,2/8/2017,1.12,1/5/2017,1.5,,,,4500000.00,,9443408.00
"""0000096793""",11/21/2017,https://www.sec.gov//Archives/edgar/data/96793/000119312517349451/0001193125-17-349451-index.htm,,12/21/2017,1.49,11/17/2017,1.6,,,,2500000.00,,9162565.00
"""0001213432""",11/12/2003,https://www.sec.gov//Archives/edgar/data/1213432/000100579403000340/0001005794-03-000340-index.htm,Incomplete filing,,,,,,,,,,
"""0000096879""",1/26/2000,https://www.sec.gov//Archives/edgar/data/96879/0000912057-00-002446-index.html,,2/23/2000,40.44,1/25/2000,,39,44,0.125,,7954545.00,47473770.00
"""0000929647""",11/25/2003,https://www.sec.gov//Archives/edgar/data/929647/000104746903038586/0001047469-03-038586-index.htm,No Historic / REIT,,,,,,,,,,
"""0000098537""",6/28/2001,https://www.sec.gov//Archives/edgar/data/98537/000095012401502205/0000950124-01-502205-index.htm,,7/31/2001,7.55,6/27/2001,,7,8.25,0.05,,4000000.00,9362680.00
"""0001099941""",11/26/2003,https://www.sec.gov//Archives/edgar/data/1099941/000090266403001801/0000902664-03-001801-index.htm,NAV,,,,,,,,,,
"""0000102588""",1/16/2001,https://www.sec.gov//Archives/edgar/data/102588/000093041301000079/0000930413-01-000079-index.htm,,2/15/2001,7,1/5/2001,8,,,,,375000.00,1522350.00
