cik,date,url,error,exp date,trading px,px date,tender px,low,high,increment,price cap,share cap,shares outstanding,tender type
908517,11/5/2001,https://www.sec.gov//Archives/edgar/data/908517/000113388401500695/0001133884-01-500695-index.htm,,12/4/2001,2.5,10/24/2001,,2.5,3,0.1,,"1,500,000","10,112,956",Modified Dutch Auction
12978,3/30/2005,https://www.sec.gov//Archives/edgar/data/12978/000104746905008319/0001047469-05-008319-index.htm,,4/28/2005,33.21,3/29/2005,,30,34,,,"23,500,000","93,852,590",Single per Share Purchase Price
891919,6/23/2005,https://www.sec.gov//Archives/edgar/data/891919/000095014405006711/0000950144-05-006711-index.htm,,7/21/2005,8.38,6/20/2005,,8.75,10,0.25,,"4,000,000","16,242,976",Modified Dutch Auction
830656,12/27/2004,https://www.sec.gov//Archives/edgar/data/830656/000104746904038371/0001047469-04-038371-index.htm,,1/26/2005,3.07,12/20/2004,3.5,,,,,"5,500,000","6,872,915",Tender Offer
1495479,11/12/2014,https://www.sec.gov//Archives/edgar/data/1495479/000149547914000081/0001495479-14-000081-index.htm,,12/10/2014,12.62,11/10/2014,,12.5,14.5,0.1,"50,000,000",,"18,656,701",Modified Dutch Auction
820028,7/28/2005,https://www.sec.gov//Archives/edgar/data/820028/000095012305009054/0000950123-05-009054-index.htm,NAV,,,,,,,,,,,
1305323,11/13/2013,https://www.sec.gov//Archives/edgar/data/1305323/000119312513439325/0001193125-13-439325-index.htm,,12/11/2013,16.86,11/12/2013,19.5,,,,,"10,250,000","54,576,091",Tender Offer
703351,8/29/2006,https://www.sec.gov//Archives/edgar/data/703351/000110465906058001/0001104659-06-058001-index.htm,,9/26/2006,36.82,8/28/2006,,35.25,38.5,0.25,,"11,688,311","82,716,539",Modified Dutch Auction
78890,3/9/2006,https://www.sec.gov//Archives/edgar/data/78890/000095011706001102/0000950117-06-001102-index.htm,,4/6/2006,47.98,11/15/2005,,47.5,52.5,0.1,,"10,000,000","58,724,211",Modified Dutch Auction
782842,9/14/2011,https://www.sec.gov//Archives/edgar/data/782842/000104746911008011/0001047469-11-008011-index.htm,,11/2/2011,1.04,9/12/2011,,1.3,1.55,0.05,,"10,000,000","127,553,267",Modified Dutch Auction
782842,9/14/2011,https://www.sec.gov//Archives/edgar/data/782842/000104746911008011/0001047469-11-008011-index.htm,Duplicate,,,,,,,,,,,
1202157,10/14/2005,https://www.sec.gov//Archives/edgar/data/1202157/000090956705001602/0000909567-05-001602-index.htm,,11/15/2005,55.89,10/3/2005,55,,,,,"3,000,000","30,870,181",Tender Offer
1202157,8/18/2003,https://www.sec.gov//Archives/edgar/data/1202157/000114544303001047/0001145443-03-001047-index.htm,,9/24/2003,16.75,8/7/2003,,15.5,18.5,0.1,,"5,000,000","31,973,781",Modified Dutch Auction
933974,6/1/2007,https://www.sec.gov//Archives/edgar/data/933974/000119312507127601/0001193125-07-127601-index.htm,,6/28/2007,17.69,5/31/2007,,16.5,19,0.1,,"6,060,000","76,101,747",Modified Dutch Auction
933974,6/1/2007,https://www.sec.gov//Archives/edgar/data/933974/000119312507127601/0001193125-07-127601-index.htm,Duplicate,,,,,,,,,,,
14693,2/4/2003,https://www.sec.gov//Archives/edgar/data/14693/000095012303000878/0000950123-03-000878-index.htm,,3/4/2003,64.9,1/31/2003,,63,73,0.5,,"1,500,000","28,891,260",Tender Offer
14693,2/4/2003,https://www.sec.gov//Archives/edgar/data/14693/000095012303000878/0000950123-03-000878-index.htm,,3/4/2003,62.14,1/31/2003,,63,73,0.5,,"6,800,000","39,530,357",Tender Offer
14846,9/22/2010,https://www.sec.gov//Archives/edgar/data/14846/000104746910008229/0001047469-10-008229-index.htm,,10/20/2010,5.16,9/20/2010,6.3,,,,,"2,500,000","14,080,186",Tender Offer
14846,9/22/2010,https://www.sec.gov//Archives/edgar/data/14846/000104746910008229/0001047469-10-008229-index.htm,Duplicate,,,,,,,,,,,
716459,9/29/2000,https://www.sec.gov//Archives/edgar/data/716459/000100547700006859/0001005477-00-006859-index.htm,,10/31/2000,16.5,9/25/2000,,18,20,0.125,,"1,668,329","16,683,294",Single per Share Purchase Price
