cik,date,url,error,exp date,trading px,px date,tender px,low,high,increment,price cap,share cap,shares outstanding,tender type
"""0000924940""",2/12/2008,https://www.sec.gov//Archives/edgar/data/924940/000095013708001978/0000950137-08-001978-index.htm,,3/11/2008,4.86,2/8/2008,,5.25,6,0.05,,"5,000,000","29,581,989",Single per Share Purchase Price
"""0000924940""",2/12/2008,https://www.sec.gov//Archives/edgar/data/924940/000095013708001978/0000950137-08-001978-index.htm,Duplicate,,,,,,,,,,,
"""0000924940""",2/12/2008,https://www.sec.gov//Archives/edgar/data/924940/000095013708001978/0000950137-08-001978-index.htm,Duplicate,,,,,,,,,,,
"""0001119012""",11/16/2006,https://www.sec.gov//Archives/edgar/data/1119012/000111901206000082/0001119012-06-000082-index.htm,Incomplete filing,,,,,,,,,,,
"""0001119012""",5/23/2006,https://www.sec.gov//Archives/edgar/data/1119012/000114036106007930/0001140361-06-007930-index.htm,Incomplete filing,,,,,,,,,,,
"""0001119012""",4/25/2006,https://www.sec.gov//Archives/edgar/data/1119012/000111901206000016/0001119012-06-000016-index.htm,Duplicate,,,,,,,,,,,
"""0000919568""",8/1/2000,https://www.sec.gov//Archives/edgar/data/919568/000095012300007048/0000950123-00-007048-index.htm,,8/28/2000,16.1875,7/28/2000,,16,18,0.125,,"13,607,664","109,298,503",Modified Dutch Auction
"""0001080667""",8/30/2007,https://www.sec.gov//Archives/edgar/data/1080667/000104746907006757/0001047469-07-006757-index.htm,,9/28/2007,5.01,8/28/2007,,4.9,5.5,0.05,,"9,100,000","33,232,969",Single per Share Purchase Price
"""0001080667""",8/30/2007,https://www.sec.gov//Archives/edgar/data/1080667/000104746907006757/0001047469-07-006757-index.htm,Duplicate,,,,,,,,,,,
"""0001080667""",8/30/2007,https://www.sec.gov//Archives/edgar/data/1080667/000104746907006757/0001047469-07-006757-index.htm,Duplicate,,,,,,,,,,,
"""0001598085""",4/6/2015,https://www.sec.gov//Archives/edgar/data/1598085/000119312515120088/0001193125-15-120088-index.htm,NAV,,,,,,,,,,,
"""0001598085""",10/3/2014,https://www.sec.gov//Archives/edgar/data/1598085/000119312514363451/0001193125-14-363451-index.htm,NAV,,,,,,,,,,,
"""0001327978""",5/17/2017,https://www.sec.gov//Archives/edgar/data/1327978/000132797817000086/0001327978-17-000086-index.htm,NAV,,,,,,,,,,,
"""0001327978""",2/10/2017,https://www.sec.gov//Archives/edgar/data/1327978/000132797817000016/0001327978-17-000016-index.htm,NAV,,,,,,,,,,,
"""0001327978""",11/9/2016,https://www.sec.gov//Archives/edgar/data/1327978/000132797816000046/0001327978-16-000046-index.htm,NAV,,,,,,,,,,,
"""0001327978""",8/5/2016,https://www.sec.gov//Archives/edgar/data/1327978/000138713116006354/0001387131-16-006354-index.htm,NAV,,,,,,,,,,,
"""0001327978""",5/6/2016,https://www.sec.gov//Archives/edgar/data/1327978/000138713116005299/0001387131-16-005299-index.htm,NAV,,,,,,,,,,,
"""0001327978""",2/5/2016,https://www.sec.gov//Archives/edgar/data/1327978/000119312516452311/0001193125-16-452311-index.htm,NAV,,,,,,,,,,,
"""0001327978""",11/12/2015,https://www.sec.gov//Archives/edgar/data/1327978/000119312515375651/0001193125-15-375651-index.htm,NAV,,,,,,,,,,,
"""0001310445""",2/15/2017,https://www.sec.gov//Archives/edgar/data/1310445/000157104917001378/0001571049-17-001378-index.htm,NAV,,,,,,,,,,,
"""0001327978""",5/17/2017,https://www.sec.gov//Archives/edgar/data/1327978/000132797817000086/0001327978-17-000086-index.htm,Duplicate,,,,,,,,,,,
"""0001327978""",2/10/2017,https://www.sec.gov//Archives/edgar/data/1327978/000132797817000016/0001327978-17-000016-index.htm,Duplicate,,,,,,,,,,,
"""0001327978""",11/9/2016,https://www.sec.gov//Archives/edgar/data/1327978/000132797816000046/0001327978-16-000046-index.htm,Duplicate,,,,,,,,,,,
"""0001327978""",8/5/2016,https://www.sec.gov//Archives/edgar/data/1327978/000138713116006354/0001387131-16-006354-index.htm,Duplicate,,,,,,,,,,,
"""0001327978""",5/6/2016,https://www.sec.gov//Archives/edgar/data/1327978/000138713116005299/0001387131-16-005299-index.htm,Duplicate,,,,,,,,,,,
"""0001327978""",2/5/2016,https://www.sec.gov//Archives/edgar/data/1327978/000119312516452311/0001193125-16-452311-index.htm,Duplicate,,,,,,,,,,,
"""0001327978""",11/12/2015,https://www.sec.gov//Archives/edgar/data/1327978/000119312515375651/0001193125-15-375651-index.htm,Duplicate,,,,,,,,,,,
"""0001016831""",5/17/2007,https://www.sec.gov//Archives/edgar/data/1016831/000119312507117914/0001193125-07-117914-index.htm,,6/15/2007,6,5/14/2007,,6,6.5,0.05,,"850,000","4,364,332",Modified Dutch Auction
"""0001016831""",2/16/2001,https://www.sec.gov//Archives/edgar/data/1016831/000109581101001462/0001095811-01-001462-index.htm,,3/23/2001,1.69,2/15/2001,2,,,,,"6,000,000","10,858,234",Tender Offer
"""0000715957""",7/10/2007,https://www.sec.gov//Archives/edgar/data/715957/000119312507152107/0001193125-07-152107-index.htm,,8/7/2007,83.55,6/27/2007,,82,92,0.25,,"55,000,000","348,905,095",Modified Dutch Auction
"""0000715957""",7/10/2007,https://www.sec.gov//Archives/edgar/data/715957/000119312507152107/0001193125-07-152107-index.htm,Duplicate,,,,,,,,,,,
"""0001286681""",2/7/2007,https://www.sec.gov//Archives/edgar/data/1286681/000119312507022029/0001193125-07-022029-index.htm,,3/9/2007,28.7,2/6/2007,,27.5,30,0.25,,"13,850,000","62,564,643",Modified Dutch Auction
"""0001017673""",8/10/2005,https://www.sec.gov//Archives/edgar/data/1017673/000119312505163390/0001193125-05-163390-index.htm,,9/8/2005,5.86,8/4/2005,7,,,,,"1,706,543","17,065,426",Tender Offer
"""0001162556""",12/19/2005,https://www.sec.gov//Archives/edgar/data/1162556/000104746905028412/0001047469-05-028412-index.htm,,1/19/2006,12.2,12/14/2005,14.5,,,,,"1,063,937","10,639,374",Tender Offer
"""0001162556""",12/19/2005,https://www.sec.gov//Archives/edgar/data/1162556/000104746905028412/0001047469-05-028412-index.htm,Duplicate,,,,,,,,,,,
"""0001162556""",11/10/2004,https://www.sec.gov//Archives/edgar/data/1162556/000104746904033690/0001047469-04-033690-index.htm,,12/10/2004,10.17,11/4/2004,12,,,,,"1,040,421","10,404,212",Tender Offer
"""0001017673""",8/10/2005,https://www.sec.gov//Archives/edgar/data/1017673/000119312505163390/0001193125-05-163390-index.htm,,9/8/2005,5.86,8/4/2005,7,,,,,"1,706,543","17,065,426",Tender Offer
"""0000787250""",2/4/2000,https://www.sec.gov//Archives/edgar/data/787250/0000912057-00-004029-index.html,,3/3/2000,19,1/16/2000,,20,23,0.125,,"25,000,000","158,682,304",Modified Dutch Auction
"""0001267890""",12/2/2009,https://www.sec.gov//Archives/edgar/data/1267890/000134100409002395/0001341004-09-002395-index.htm,NAV,,,,,,,,,,,
"""0000799125""",12/6/2001,https://www.sec.gov//Archives/edgar/data/799125/000091205701542244/0000912057-01-542244-index.htm,NAV,,,,,,,,,,,
"""0000717724""",9/19/2002,https://www.sec.gov//Archives/edgar/data/717724/000095011702002204/0000950117-02-002204-index.htm,,10/18/2002,11.29,9/18/2002,,15,17,0.05,,"8,000,000","36,619,199",Modified Dutch Auction
"""0000763744""",5/1/2000,https://www.sec.gov//Archives/edgar/data/763744/0000889812-00-002041-index.html,,5/31/2000,7.0625,4/28/2000,8,,,,,"500,000","11,105,854",Tender Offer
"""0000763744""",5/1/2000,https://www.sec.gov//Archives/edgar/data/763744/0000889812-00-002041-index.html,Duplicate,,,,,,,,,,,
"""0000883237""",5/10/2016,https://www.sec.gov//Archives/edgar/data/883237/000119312516584866/0001193125-16-584866-index.htm,,6/8/2016,74.12,5/6/2016,,73,82.5,0.5,"75,000,000",,"8,263,443",Modified Dutch Auction
"""0000897455""",12/15/2005,https://www.sec.gov//Archives/edgar/data/897455/000095012305014783/0000950123-05-014783-index.htm,,1/20/2006,29,12/12/2005,,25.5,29.5,,,"2,500,000","23,905,504",Single per Share Purchase Price
"""0000897455""",12/15/2005,https://www.sec.gov//Archives/edgar/data/897455/000095012305014783/0000950123-05-014783-index.htm,Duplicate,,,,,,,,,,,
"""0001296115""",6/9/2008,https://www.sec.gov//Archives/edgar/data/1296115/000095012308006709/0000950123-08-006709-index.htm,NAV,,,,,,,,,,,
"""0001296115""",12/28/2007,https://www.sec.gov//Archives/edgar/data/1296115/000095012307017190/0000950123-07-017190-index.htm,NAV,,,,,,,,,,,
"""0001296115""",6/11/2007,https://www.sec.gov//Archives/edgar/data/1296115/000095012307008480/0000950123-07-008480-index.htm,NAV,,,,,,,,,,,
"""0001296115""",12/22/2006,https://www.sec.gov//Archives/edgar/data/1296115/000095012306015552/0000950123-06-015552-index.htm,NAV,,,,,,,,,,,
"""0001296115""",6/9/2008,https://www.sec.gov//Archives/edgar/data/1296115/000095012308006709/0000950123-08-006709-index.htm,NAV,,,,,,,,,,,
"""0001296115""",12/28/2007,https://www.sec.gov//Archives/edgar/data/1296115/000095012307017190/0000950123-07-017190-index.htm,NAV,,,,,,,,,,,
"""0001296115""",6/11/2007,https://www.sec.gov//Archives/edgar/data/1296115/000095012307008480/0000950123-07-008480-index.htm,NAV,,,,,,,,,,,
"""0001296115""",12/22/2006,https://www.sec.gov//Archives/edgar/data/1296115/000095012306015552/0000950123-06-015552-index.htm,NAV,,,,,,,,,,,
"""0000067215""",9/13/2005,https://www.sec.gov//Archives/edgar/data/67215/000095014405009548/0000950144-05-009548-index.htm,,10/11/2005,19.07,9/9/2005,,18.5,21,0.25,,"9,500,000","48,868,644",Modified Dutch Auction
"""0000852426""",4/3/2001,https://www.sec.gov//Archives/edgar/data/852426/000104596901000378/0001045969-01-000378-index.htm,,5/4/2001,6.969,3/1/2001,,7.5,9,0.25,,"1,111,111","8,109,675",Modified Dutch Auction
"""0001001718""",8/30/2005,https://www.sec.gov//Archives/edgar/data/1001718/000095012905008846/0000950129-05-008846-index.htm,,9/28/2005,22.63,8/29/2005,,22.5,26,0.25,,"9,615,000","47,295,930",Modified Dutch Auction
"""0001017968""",12/21/2000,https://www.sec.gov//Archives/edgar/data/1017968/000092838500003439/0000928385-00-003439-index.htm,,1/23/2001,5.5,12/14/2000,8,,,,,"16,250,000","28,692,766",Tender Offer
"""0001096752""",8/5/2002,https://www.sec.gov//Archives/edgar/data/1096752/000095013102002944/0000950131-02-002944-index.htm,,8/30/2002,27.37,8/2/2002,,25.5,29,0.25,,"6,000,000","90,683,107",Modified Dutch Auction
"""0001001718""",8/30/2005,https://www.sec.gov//Archives/edgar/data/1001718/000095012905008846/0000950129-05-008846-index.htm,Duplicate,,,,,,,,,,,
"""0001027662""",11/23/2004,https://www.sec.gov//Archives/edgar/data/1027662/000117891304001579/0001178913-04-001579-index.htm,,12/27/2004,9.6,11/22/2004,11.4,,,,,"2,800,000","24,397,082",Tender Offer
"""0001027662""",11/23/2004,https://www.sec.gov//Archives/edgar/data/1027662/000117891304001579/0001178913-04-001579-index.htm,Duplicate,,,,,,,,,,,
"""0000032020""",9/8/2000,https://www.sec.gov//Archives/edgar/data/32020/000095015200006584/0000950152-00-006584-index.htm,,10/5/2000,3.188,8/28/2000,,4.5,6,0.25,,"3,333,333","14,893,114",Single per Share Purchase Price
"""0000867374""",11/20/2009,https://www.sec.gov//Archives/edgar/data/867374/000119312509238780/0001193125-09-238780-index.htm,,12/18/2009,11.59,11/19/2009,,11.25,12.75,0.1,,"4,500,000","49,678,429",Modified Dutch Auction
"""0000771214""",12/10/2003,https://www.sec.gov//Archives/edgar/data/771214/000120095203000991/0001200952-03-000991-index.htm,,1/14/2004,6.28,11/19/2003,6.43,,,,,"204,200","2,041,709",Tender Offer
"""0000808326""",5/15/2015,https://www.sec.gov//Archives/edgar/data/808326/000104746915004802/0001047469-15-004802-index.htm,,6/15/2015,5.58,5/5/2015,,6.25,6.75,,"45,000,000",,"32,296,486",Single per Share Purchase Price
"""0001009575""",10/27/2008,https://www.sec.gov//Archives/edgar/data/1009575/000095014408007815/0000950144-08-007815-index.htm,,11/25/2008,7.79,10/21/2008,8.8,,,,,"80,000,000","184,642,649",Tender Offer
"""0001009575""",10/20/2006,https://www.sec.gov//Archives/edgar/data/1009575/000095014406009665/0000950144-06-009665-index.htm,,12/4/2006,11.64,9/25/2006,12.25,,,,,"100,000,000","280,951,829",Tender Offer
"""0001009575""",11/23/2005,https://www.sec.gov//Archives/edgar/data/1009575/000095012305014068/0000950123-05-014068-index.htm,,12/21/2005,8.37,11/17/2005,8.2,,,,,"60,000,000","344,958,473",Tender Offer
"""0000815353""",6/19/2009,https://www.sec.gov//Archives/edgar/data/815353/000114420409033500/0001144204-09-033500-index.htm,Warrants,,,,,,,,,,,
"""0000783005""",12/1/2011,https://www.sec.gov//Archives/edgar/data/783005/000095012311101548/0000950123-11-101548-index.htm,Convertible,,,,,,,,,,,
"""0000783005""",5/16/2005,https://www.sec.gov//Archives/edgar/data/783005/000095012305006385/0000950123-05-006385-index.htm,,6/13/2005,15.45,5/9/2005,,17.25,19.75,0.25,,"20,250,000","51,938,982",Modified Dutch Auction
"""0000783005""",12/1/2011,https://www.sec.gov//Archives/edgar/data/783005/000095012311101548/0000950123-11-101548-index.htm,Duplicate,,,,,,,,,,,
"""0000783005""",5/16/2005,https://www.sec.gov//Archives/edgar/data/783005/000095012305006385/0000950123-05-006385-index.htm,Duplicate,,,,,,,,,,,
"""0001019272""",6/4/2012,https://www.sec.gov//Archives/edgar/data/1019272/000093041312003410/0000930413-12-003410-index.htm,,6/29/2012,2.75,5/31/2012,3,,,,,"1,000,000","9,194,925",Tender Offer
